log2,oc,0.05,0.5
log2,oc,0.1,0.5
log2,oc,0.3,0.5
log2,oc,0.5,0.0
log1_anom_insert_5,oc,0.05,0.9
log1_anom_insert_5,oc,0.1,0.85
log1_anom_insert_5,oc,0.3,0.67
log1_anom_insert_5,oc,0.5,0.47
log1_anom_insert_5,sv,-1,0.91
log1_anom_rework_15,oc,0.05,0.81
log1_anom_rework_15,oc,0.1,0.79
log1_anom_rework_15,oc,0.3,0.63
log1_anom_rework_15,oc,0.5,0.47
log1_anom_rework_15,sv,-1,0.79
log2_anom_all_5,oc,0.05,0.49
log2_anom_all_5,oc,0.1,0.49
log2_anom_all_5,oc,0.3,0.49
log2_anom_all_5,oc,0.5,0.49
log2_anom_all_5,sv,-1,0.96
log1_anom_rework_30,oc,0.05,0.66
log1_anom_rework_30,oc,0.1,0.65
log1_anom_rework_30,oc,0.3,0.57
log1_anom_rework_30,oc,0.5,0.48
log1_anom_rework_30,sv,-1,0.64
log1_anom_all_20,oc,0.05,0.77
log1_anom_all_20,oc,0.1,0.76
log1_anom_all_20,oc,0.3,0.61
log1_anom_all_20,oc,0.5,0.5
log1_anom_all_20,sv,-1,0.8
log1_anom_rework_5,oc,0.05,0.91
log1_anom_rework_5,oc,0.1,0.86
log1_anom_rework_5,oc,0.3,0.67
log1_anom_rework_5,oc,0.5,0.49
log1_anom_rework_5,sv,-1,0.93
log1_anom_all_10,oc,0.05,0.87
log1_anom_all_10,oc,0.1,0.83
log1_anom_all_10,oc,0.3,0.64
log1_anom_all_10,oc,0.5,0.44
log1_anom_all_10,sv,-1,0.9
log2_anom_earlylate_15,oc,0.05,0.52
log2_anom_earlylate_15,oc,0.1,0.52
log2_anom_earlylate_15,oc,0.3,0.52
log2_anom_earlylate_15,oc,0.5,0.15
log2_anom_earlylate_15,sv,-1,0.85
log2_anom_earlylate_5,oc,0.05,0.94
log2_anom_earlylate_5,oc,0.1,0.94
log2_anom_earlylate_5,oc,0.3,0.94
log2_anom_earlylate_5,oc,0.5,0.49
log2_anom_earlylate_5,sv,-1,0.94
log2_anom_earlylate_30,oc,0.05,0.74
log2_anom_earlylate_30,oc,0.1,0.74
log2_anom_earlylate_30,oc,0.3,0.74
log2_anom_earlylate_30,oc,0.5,0.26
log2_anom_earlylate_30,sv,-1,0.74
log2_anom_earlylate_20,oc,0.05,0.51
log2_anom_earlylate_20,oc,0.1,0.51
log2_anom_earlylate_20,oc,0.3,0.51
log2_anom_earlylate_20,oc,0.5,0.51
log2_anom_earlylate_20,sv,-1,0.81
log1_anom_skip_20,oc,0.05,0.78
log1_anom_skip_20,oc,0.1,0.76
log1_anom_skip_20,oc,0.3,0.65
log1_anom_skip_20,oc,0.5,0.48
log1_anom_skip_20,sv,-1,0.73
log2_anom_rework_5,oc,0.05,0.55
log2_anom_rework_5,oc,0.1,0.55
log2_anom_rework_5,oc,0.3,0.55
log2_anom_rework_5,oc,0.5,0.53
log2_anom_rework_5,sv,-1,0.89
log2_anom_insert_30,oc,0.05,0.56
log2_anom_insert_30,oc,0.1,0.56
log2_anom_insert_30,oc,0.3,0.56
log2_anom_insert_30,oc,0.5,0.42
log2_anom_insert_30,sv,-1,0.59
log1_anom_all_15,oc,0.05,0.82
log1_anom_all_15,oc,0.1,0.77
log1_anom_all_15,oc,0.3,0.6
log1_anom_all_15,oc,0.5,0.5
log1_anom_all_15,sv,-1,0.85
log1_anom_earlylate_15,oc,0.05,0.82
log1_anom_earlylate_15,oc,0.1,0.8
log1_anom_earlylate_15,oc,0.3,0.66
log1_anom_earlylate_15,oc,0.5,0.47
log1_anom_earlylate_15,sv,-1,0.86
log1_anom_insert_20,oc,0.05,0.78
log1_anom_insert_20,oc,0.1,0.73
log1_anom_insert_20,oc,0.3,0.59
log1_anom_insert_20,oc,0.5,0.53
log1_anom_insert_20,sv,-1,0.69
log2_anom_skip_30,oc,0.05,0.68
log2_anom_skip_30,oc,0.1,0.65
log2_anom_skip_30,oc,0.3,0.43
log2_anom_skip_30,oc,0.5,0.43
log2_anom_skip_30,sv,-1,0.57
log1_anom_insert_30,oc,0.05,0.69
log1_anom_insert_30,oc,0.1,0.66
log1_anom_insert_30,oc,0.3,0.57
log1_anom_insert_30,oc,0.5,0.48
log1_anom_insert_30,sv,-1,0.56
log1_anom_skip_30,oc,0.05,0.68
log1_anom_skip_30,oc,0.1,0.65
log1_anom_skip_30,oc,0.3,0.58
log1_anom_skip_30,oc,0.5,0.5
log1_anom_skip_30,sv,-1,0.6
log1_anom_insert_10,oc,0.05,0.85
log1_anom_insert_10,oc,0.1,0.82
log1_anom_insert_10,oc,0.3,0.64
log1_anom_insert_10,oc,0.5,0.5
log1_anom_insert_10,sv,-1,0.81
log2_anom_insert_5,oc,0.05,0.51
log2_anom_insert_5,oc,0.1,0.51
log2_anom_insert_5,oc,0.3,0.51
log2_anom_insert_5,oc,0.5,0.51
log2_anom_insert_5,sv,-1,0.9
log2_anom_insert_10,oc,0.05,0.54
log2_anom_insert_10,oc,0.1,0.54
log2_anom_insert_10,oc,0.3,0.54
log2_anom_insert_10,oc,0.5,0.54
log2_anom_insert_10,sv,-1,0.82
log1_anom_all_30,oc,0.05,0.68
log1_anom_all_30,oc,0.1,0.65
log1_anom_all_30,oc,0.3,0.58
log1_anom_all_30,oc,0.5,0.47
log1_anom_all_30,sv,-1,0.7
log1_anom_all_5,oc,0.05,0.9
log1_anom_all_5,oc,0.1,0.88
log1_anom_all_5,oc,0.3,0.69
log1_anom_all_5,oc,0.5,0.54
log1_anom_all_5,sv,-1,0.95
log1_anom_rework_10,oc,0.05,0.87
log1_anom_rework_10,oc,0.1,0.84
log1_anom_rework_10,oc,0.3,0.66
log1_anom_rework_10,oc,0.5,0.51
log1_anom_rework_10,sv,-1,0.85
log1_anom_insert_15,oc,0.05,0.82
log1_anom_insert_15,oc,0.1,0.74
log1_anom_insert_15,oc,0.3,0.63
log1_anom_insert_15,oc,0.5,0.49
log1_anom_insert_15,sv,-1,0.75
log2_anom_skip_15,oc,0.05,0.83
log2_anom_skip_15,oc,0.1,0.79
log2_anom_skip_15,oc,0.3,0.77
log2_anom_skip_15,oc,0.5,0.77
log2_anom_skip_15,sv,-1,0.76
log1_anom_earlylate_10,oc,0.05,0.83
log1_anom_earlylate_10,oc,0.1,0.8
log1_anom_earlylate_10,oc,0.3,0.66
log1_anom_earlylate_10,oc,0.5,0.47
log1_anom_earlylate_10,sv,-1,0.89
log2_anom_all_30,oc,0.05,0.52
log2_anom_all_30,oc,0.1,0.52
log2_anom_all_30,oc,0.3,0.52
log2_anom_all_30,oc,0.5,0.52
log2_anom_all_30,sv,-1,0.72
log2_anom_all_20,oc,0.05,0.8
log2_anom_all_20,oc,0.1,0.8
log2_anom_all_20,oc,0.3,0.8
log2_anom_all_20,oc,0.5,0.51
log2_anom_all_20,sv,-1,0.8
log1_anom_earlylate_20,oc,0.05,0.77
log1_anom_earlylate_20,oc,0.1,0.74
log1_anom_earlylate_20,oc,0.3,0.61
log1_anom_earlylate_20,oc,0.5,0.47
log1_anom_earlylate_20,sv,-1,0.8
log2_anom_insert_15,oc,0.05,0.85
log2_anom_insert_15,oc,0.1,0.85
log2_anom_insert_15,oc,0.3,0.85
log2_anom_insert_15,oc,0.5,0.26
log2_anom_insert_15,sv,-1,0.75
log2_anom_rework_15,oc,0.05,0.56
log2_anom_rework_15,oc,0.1,0.56
log2_anom_rework_15,oc,0.3,0.56
log2_anom_rework_15,oc,0.5,0.51
log2_anom_rework_15,sv,-1,0.74
log1_anom_earlylate_30,oc,0.05,0.71
log1_anom_earlylate_30,oc,0.1,0.69
log1_anom_earlylate_30,oc,0.3,0.6
log1_anom_earlylate_30,oc,0.5,0.48
log1_anom_earlylate_30,sv,-1,0.73
log2_anom_rework_20,oc,0.05,0.79
log2_anom_rework_20,oc,0.1,0.79
log2_anom_rework_20,oc,0.3,0.79
log2_anom_rework_20,oc,0.5,0.27
log2_anom_rework_20,sv,-1,0.68
log1,oc,0.05,0.96
log1,oc,0.1,0.9
log1,oc,0.3,0.71
log1,oc,0.5,0.54
log2_anom_skip_5,oc,0.05,0.5
log2_anom_skip_5,oc,0.1,0.5
log2_anom_skip_5,oc,0.3,0.5
log2_anom_skip_5,oc,0.5,0.5
log2_anom_skip_5,sv,-1,0.9
log2_anom_earlylate_10,oc,0.05,0.91
log2_anom_earlylate_10,oc,0.1,0.91
log2_anom_earlylate_10,oc,0.3,0.91
log2_anom_earlylate_10,oc,0.5,0.91
log2_anom_earlylate_10,sv,-1,0.91
log2_anom_all_10,oc,0.05,0.91
log2_anom_all_10,oc,0.1,0.91
log2_anom_all_10,oc,0.3,0.91
log2_anom_all_10,oc,0.5,0.52
log2_anom_all_10,sv,-1,0.91
log1_anom_rework_20,oc,0.05,0.77
log1_anom_rework_20,oc,0.1,0.75
log1_anom_rework_20,oc,0.3,0.6
log1_anom_rework_20,oc,0.5,0.49
log1_anom_rework_20,sv,-1,0.72
log1_anom_skip_5,oc,0.05,0.91
log1_anom_skip_5,oc,0.1,0.87
log1_anom_skip_5,oc,0.3,0.72
log1_anom_skip_5,oc,0.5,0.49
log1_anom_skip_5,sv,-1,0.93
log1_anom_skip_10,oc,0.05,0.86
log1_anom_skip_10,oc,0.1,0.81
log1_anom_skip_10,oc,0.3,0.63
log1_anom_skip_10,oc,0.5,0.49
log1_anom_skip_10,sv,-1,0.86
log1_anom_skip_15,oc,0.05,0.81
log1_anom_skip_15,oc,0.1,0.78
log1_anom_skip_15,oc,0.3,0.64
log1_anom_skip_15,oc,0.5,0.5
log1_anom_skip_15,sv,-1,0.78
log1_anom_earlylate_5,oc,0.05,0.91
log1_anom_earlylate_5,oc,0.1,0.85
log1_anom_earlylate_5,oc,0.3,0.66
log1_anom_earlylate_5,oc,0.5,0.5
log1_anom_earlylate_5,sv,-1,0.95
log2_anom_insert_20,oc,0.05,0.56
log2_anom_insert_20,oc,0.1,0.56
log2_anom_insert_20,oc,0.3,0.56
log2_anom_insert_20,oc,0.5,0.34
log2_anom_insert_20,sv,-1,0.66
log2_anom_skip_20,oc,0.05,0.76
log2_anom_skip_20,oc,0.1,0.73
log2_anom_skip_20,oc,0.3,0.45
log2_anom_skip_20,oc,0.5,0.45
log2_anom_skip_20,sv,-1,0.67
log2_anom_rework_30,oc,0.05,0.71
log2_anom_rework_30,oc,0.1,0.71
log2_anom_rework_30,oc,0.3,0.71
log2_anom_rework_30,oc,0.5,0.53
log2_anom_rework_30,sv,-1,0.58
log2_anom_skip_10,oc,0.05,0.85
log2_anom_skip_10,oc,0.1,0.47
log2_anom_skip_10,oc,0.3,0.47
log2_anom_skip_10,oc,0.5,0.47
log2_anom_skip_10,sv,-1,0.82
log2_anom_all_15,oc,0.05,0.86
log2_anom_all_15,oc,0.1,0.86
log2_anom_all_15,oc,0.3,0.86
log2_anom_all_15,oc,0.5,0.14
log2_anom_all_15,sv,-1,0.86
log2_anom_rework_10,oc,0.05,0.54
log2_anom_rework_10,oc,0.1,0.54
log2_anom_rework_10,oc,0.3,0.54
log2_anom_rework_10,oc,0.5,0.51
log2_anom_rework_10,sv,-1,0.82
